
---------- Begin Simulation Statistics ----------
sim_seconds                                  0.130872                       # Number of seconds simulated
system.physmem.bw_read::total              2071098748                       # Total read bandwidth from this memory (bytes/s)
system.physmem.bw_inst_read::cpu0.inst      578865161                       # Instruction read bandwidth from this memory (bytes/s)
system.physmem.bw_inst_read::cpu1.inst      147805474                       # Instruction read bandwidth from this memory (bytes/s)
system.physmem.bw_inst_read::cpu2.inst      147172184                       # Instruction read bandwidth from this memory (bytes/s)
system.physmem.bw_inst_read::cpu3.inst      145636150                       # Instruction read bandwidth from this memory (bytes/s)
system.physmem.bw_inst_read::cpu4.inst      178539353                       # Instruction read bandwidth from this memory (bytes/s)
system.physmem.bw_inst_read::cpu5.inst      187468008                       # Instruction read bandwidth from this memory (bytes/s)
system.physmem.bw_inst_read::cpu6.inst      188398137                       # Instruction read bandwidth from this memory (bytes/s)
system.physmem.bw_inst_read::cpu7.inst      178683127                       # Instruction read bandwidth from this memory (bytes/s)
system.physmem.bw_inst_read::total         1752567594                       # Instruction read bandwidth from this memory (bytes/s)
system.physmem.bw_write::writebacks         142710791                       # Write bandwidth from this memory (bytes/s)
system.physmem.bw_write::total              142710791                       # Write bandwidth from this memory (bytes/s)
system.physmem.bw_total::writebacks         142710791                       # Total bandwidth to/from this memory (bytes/s)
system.physmem.bw_total::cpu0.inst          578865161                       # Total bandwidth to/from this memory (bytes/s)
system.physmem.bw_total::cpu0.data           81876322                       # Total bandwidth to/from this memory (bytes/s)
system.physmem.bw_total::cpu1.inst          147805474                       # Total bandwidth to/from this memory (bytes/s)
system.physmem.bw_total::cpu1.data           15023887                       # Total bandwidth to/from this memory (bytes/s)
system.physmem.bw_total::cpu2.inst          147172184                       # Total bandwidth to/from this memory (bytes/s)
system.physmem.bw_total::cpu2.data           16772648                       # Total bandwidth to/from this memory (bytes/s)
system.physmem.bw_total::cpu3.inst          145636150                       # Total bandwidth to/from this memory (bytes/s)
system.physmem.bw_total::cpu3.data           50271486                       # Total bandwidth to/from this memory (bytes/s)
system.physmem.bw_total::cpu4.inst          178539353                       # Total bandwidth to/from this memory (bytes/s)
system.physmem.bw_total::cpu4.data          111401816                       # Total bandwidth to/from this memory (bytes/s)
system.physmem.bw_total::cpu5.inst          187468008                       # Total bandwidth to/from this memory (bytes/s)
system.physmem.bw_total::cpu5.data           15654243                       # Total bandwidth to/from this memory (bytes/s)
system.physmem.bw_total::cpu6.inst          188398137                       # Total bandwidth to/from this memory (bytes/s)
system.physmem.bw_total::cpu6.data           17462665                       # Total bandwidth to/from this memory (bytes/s)
system.physmem.bw_total::cpu7.inst          178683127                       # Total bandwidth to/from this memory (bytes/s)
system.physmem.bw_total::cpu7.data           10068088                       # Total bandwidth to/from this memory (bytes/s)
system.physmem.bw_total::total             2213809538                       # Total bandwidth to/from this memory (bytes/s)
system.pwrStateResidencyTicks::UNDEFINED 130872122000                       # Cumulative time (in ticks) in various power states
system.cpu0.branchPred.lookups               18281110                       # Number of BP lookups
system.cpu0.branchPred.condPredicted         11290665                       # Number of conditional branches predicted
system.cpu0.branchPred.condIncorrect           435502                       # Number of conditional branches incorrect
system.cpu0.branchPred.BTBLookups             9849913                       # Number of BTB lookups
system.cpu0.branchPred.BTBHits                8678159                       # Number of BTB hits
system.cpu0.branchPred.BTBCorrect                   0                       # Number of correct BTB predictions (this stat may not work properly.
system.cpu0.branchPred.BTBHitPct            88.103915                       # BTB Hit Percentage
system.cpu0.branchPred.usedRAS                2245435                       # Number of times the RAS was used to get a target.
system.cpu0.branchPred.RASInCorrect             40411                       # Number of incorrect RAS predictions.
system.cpu0.branchPred.indirectLookups         560533                       # Number of indirect predictor lookups.
system.cpu0.branchPred.indirectHits            557930                       # Number of indirect target hits.
system.cpu0.branchPred.indirectMisses            2603                       # Number of indirect misses.
system.cpu0.branchPredindirectMispredicted         9666                       # Number of mispredicted indirect branches.
system.cpu0.dstage2_mmu.stage2_tlb.walker.pwrStateResidencyTicks::UNDEFINED 130872122000                       # Cumulative time (in ticks) in various power states
system.cpu0.dstage2_mmu.stage2_tlb.walker.walks            0                       # Table walker walks requested
system.cpu0.dstage2_mmu.stage2_tlb.walker.walkRequestOrigin_Requested::Data            0                       # Table walker requests started/completed, data/inst
system.cpu0.dstage2_mmu.stage2_tlb.walker.walkRequestOrigin_Requested::Inst            0                       # Table walker requests started/completed, data/inst
system.cpu0.dstage2_mmu.stage2_tlb.walker.walkRequestOrigin_Requested::total            0                       # Table walker requests started/completed, data/inst
system.cpu0.dstage2_mmu.stage2_tlb.walker.walkRequestOrigin_Completed::Data            0                       # Table walker requests started/completed, data/inst
system.cpu0.dstage2_mmu.stage2_tlb.walker.walkRequestOrigin_Completed::Inst            0                       # Table walker requests started/completed, data/inst
system.cpu0.dstage2_mmu.stage2_tlb.walker.walkRequestOrigin_Completed::total            0                       # Table walker requests started/completed, data/inst
system.cpu0.dstage2_mmu.stage2_tlb.walker.walkRequestOrigin::total            0                       # Table walker requests started/completed, data/inst
system.cpu0.dstage2_mmu.stage2_tlb.inst_hits            0                       # ITB inst hits
system.cpu0.dstage2_mmu.stage2_tlb.inst_misses            0                       # ITB inst misses
system.cpu0.dstage2_mmu.stage2_tlb.read_hits            0                       # DTB read hits
system.cpu0.dstage2_mmu.stage2_tlb.read_misses            0                       # DTB read misses
system.cpu0.dstage2_mmu.stage2_tlb.write_hits            0                       # DTB write hits
system.cpu0.dstage2_mmu.stage2_tlb.write_misses            0                       # DTB write misses
system.cpu0.dstage2_mmu.stage2_tlb.flush_tlb            0                       # Number of times complete TLB was flushed
system.cpu0.dstage2_mmu.stage2_tlb.flush_tlb_mva            0                       # Number of times TLB was flushed by MVA
system.cpu0.dstage2_mmu.stage2_tlb.flush_tlb_mva_asid            0                       # Number of times TLB was flushed by MVA & ASID
system.cpu0.dstage2_mmu.stage2_tlb.flush_tlb_asid            0                       # Number of times TLB was flushed by ASID
system.cpu0.dstage2_mmu.stage2_tlb.flush_entries            0                       # Number of entries that have been flushed from TLB
system.cpu0.dstage2_mmu.stage2_tlb.align_faults            0                       # Number of TLB faults due to alignment restrictions
system.cpu0.dstage2_mmu.stage2_tlb.prefetch_faults            0                       # Number of TLB faults due to prefetch
system.cpu0.dstage2_mmu.stage2_tlb.domain_faults            0                       # Number of TLB faults due to domain restrictions
system.cpu0.dstage2_mmu.stage2_tlb.perms_faults            0                       # Number of TLB faults due to permissions restrictions
system.cpu0.dstage2_mmu.stage2_tlb.read_accesses            0                       # DTB read accesses
system.cpu0.dstage2_mmu.stage2_tlb.write_accesses            0                       # DTB write accesses
system.cpu0.dstage2_mmu.stage2_tlb.inst_accesses            0                       # ITB inst accesses
system.cpu0.dstage2_mmu.stage2_tlb.hits             0                       # DTB hits
system.cpu0.dstage2_mmu.stage2_tlb.misses            0                       # DTB misses
system.cpu0.dstage2_mmu.stage2_tlb.accesses            0                       # DTB accesses
system.cpu0.dtb.walker.pwrStateResidencyTicks::UNDEFINED 130872122000                       # Cumulative time (in ticks) in various power states
system.cpu0.dtb.walker.walks                        0                       # Table walker walks requested
system.cpu0.dtb.walker.walkRequestOrigin_Requested::Data            0                       # Table walker requests started/completed, data/inst
system.cpu0.dtb.walker.walkRequestOrigin_Requested::Inst            0                       # Table walker requests started/completed, data/inst
system.cpu0.dtb.walker.walkRequestOrigin_Requested::total            0                       # Table walker requests started/completed, data/inst
system.cpu0.dtb.walker.walkRequestOrigin_Completed::Data            0                       # Table walker requests started/completed, data/inst
system.cpu0.dtb.walker.walkRequestOrigin_Completed::Inst            0                       # Table walker requests started/completed, data/inst
system.cpu0.dtb.walker.walkRequestOrigin_Completed::total            0                       # Table walker requests started/completed, data/inst
system.cpu0.dtb.walker.walkRequestOrigin::total            0                       # Table walker requests started/completed, data/inst
system.cpu0.dtb.inst_hits                           0                       # ITB inst hits
system.cpu0.dtb.inst_misses                         0                       # ITB inst misses
system.cpu0.dtb.read_hits                           0                       # DTB read hits
system.cpu0.dtb.read_misses                         0                       # DTB read misses
system.cpu0.dtb.write_hits                          0                       # DTB write hits
system.cpu0.dtb.write_misses                        0                       # DTB write misses
system.cpu0.dtb.flush_tlb                           0                       # Number of times complete TLB was flushed
system.cpu0.dtb.flush_tlb_mva                       0                       # Number of times TLB was flushed by MVA
system.cpu0.dtb.flush_tlb_mva_asid                  0                       # Number of times TLB was flushed by MVA & ASID
system.cpu0.dtb.flush_tlb_asid                      0                       # Number of times TLB was flushed by ASID
system.cpu0.dtb.flush_entries                       0                       # Number of entries that have been flushed from TLB
system.cpu0.dtb.align_faults                        0                       # Number of TLB faults due to alignment restrictions
system.cpu0.dtb.prefetch_faults                     0                       # Number of TLB faults due to prefetch
system.cpu0.dtb.domain_faults                       0                       # Number of TLB faults due to domain restrictions
system.cpu0.dtb.perms_faults                        0                       # Number of TLB faults due to permissions restrictions
system.cpu0.dtb.read_accesses                       0                       # DTB read accesses
system.cpu0.dtb.write_accesses                      0                       # DTB write accesses
system.cpu0.dtb.inst_accesses                       0                       # ITB inst accesses
system.cpu0.dtb.hits                                0                       # DTB hits
system.cpu0.dtb.misses                              0                       # DTB misses
system.cpu0.dtb.accesses                            0                       # DTB accesses
system.cpu0.istage2_mmu.stage2_tlb.walker.pwrStateResidencyTicks::UNDEFINED 130872122000                       # Cumulative time (in ticks) in various power states
system.cpu0.istage2_mmu.stage2_tlb.walker.walks            0                       # Table walker walks requested
system.cpu0.istage2_mmu.stage2_tlb.walker.walkRequestOrigin_Requested::Data            0                       # Table walker requests started/completed, data/inst
system.cpu0.istage2_mmu.stage2_tlb.walker.walkRequestOrigin_Requested::Inst            0                       # Table walker requests started/completed, data/inst
system.cpu0.istage2_mmu.stage2_tlb.walker.walkRequestOrigin_Requested::total            0                       # Table walker requests started/completed, data/inst
system.cpu0.istage2_mmu.stage2_tlb.walker.walkRequestOrigin_Completed::Data            0                       # Table walker requests started/completed, data/inst
system.cpu0.istage2_mmu.stage2_tlb.walker.walkRequestOrigin_Completed::Inst            0                       # Table walker requests started/completed, data/inst
system.cpu0.istage2_mmu.stage2_tlb.walker.walkRequestOrigin_Completed::total            0                       # Table walker requests started/completed, data/inst
system.cpu0.istage2_mmu.stage2_tlb.walker.walkRequestOrigin::total            0                       # Table walker requests started/completed, data/inst
system.cpu0.istage2_mmu.stage2_tlb.inst_hits            0                       # ITB inst hits
system.cpu0.istage2_mmu.stage2_tlb.inst_misses            0                       # ITB inst misses
system.cpu0.istage2_mmu.stage2_tlb.read_hits            0                       # DTB read hits
system.cpu0.istage2_mmu.stage2_tlb.read_misses            0                       # DTB read misses
system.cpu0.istage2_mmu.stage2_tlb.write_hits            0                       # DTB write hits
system.cpu0.istage2_mmu.stage2_tlb.write_misses            0                       # DTB write misses
system.cpu0.istage2_mmu.stage2_tlb.flush_tlb            0                       # Number of times complete TLB was flushed
system.cpu0.istage2_mmu.stage2_tlb.flush_tlb_mva            0                       # Number of times TLB was flushed by MVA
system.cpu0.istage2_mmu.stage2_tlb.flush_tlb_mva_asid            0                       # Number of times TLB was flushed by MVA & ASID
system.cpu0.istage2_mmu.stage2_tlb.flush_tlb_asid            0                       # Number of times TLB was flushed by ASID
system.cpu0.istage2_mmu.stage2_tlb.flush_entries            0                       # Number of entries that have been flushed from TLB
system.cpu0.istage2_mmu.stage2_tlb.align_faults            0                       # Number of TLB faults due to alignment restrictions
system.cpu0.istage2_mmu.stage2_tlb.prefetch_faults            0                       # Number of TLB faults due to prefetch
system.cpu0.istage2_mmu.stage2_tlb.domain_faults            0                       # Number of TLB faults due to domain restrictions
system.cpu0.istage2_mmu.stage2_tlb.perms_faults            0                       # Number of TLB faults due to permissions restrictions
system.cpu0.istage2_mmu.stage2_tlb.read_accesses            0                       # DTB read accesses
system.cpu0.istage2_mmu.stage2_tlb.write_accesses            0                       # DTB write accesses
system.cpu0.istage2_mmu.stage2_tlb.inst_accesses            0                       # ITB inst accesses
system.cpu0.istage2_mmu.stage2_tlb.hits             0                       # DTB hits
system.cpu0.istage2_mmu.stage2_tlb.misses            0                       # DTB misses
system.cpu0.istage2_mmu.stage2_tlb.accesses            0                       # DTB accesses
system.cpu0.itb.walker.pwrStateResidencyTicks::UNDEFINED 130872122000                       # Cumulative time (in ticks) in various power states
system.cpu0.itb.walker.walks                        0                       # Table walker walks requested
system.cpu0.itb.walker.walkRequestOrigin_Requested::Data            0                       # Table walker requests started/completed, data/inst
system.cpu0.itb.walker.walkRequestOrigin_Requested::Inst            0                       # Table walker requests started/completed, data/inst
system.cpu0.itb.walker.walkRequestOrigin_Requested::total            0                       # Table walker requests started/completed, data/inst
system.cpu0.itb.walker.walkRequestOrigin_Completed::Data            0                       # Table walker requests started/completed, data/inst
system.cpu0.itb.walker.walkRequestOrigin_Completed::Inst            0                       # Table walker requests started/completed, data/inst
system.cpu0.itb.walker.walkRequestOrigin_Completed::total            0                       # Table walker requests started/completed, data/inst
system.cpu0.itb.walker.walkRequestOrigin::total            0                       # Table walker requests started/completed, data/inst
system.cpu0.itb.inst_hits                           0                       # ITB inst hits
system.cpu0.itb.inst_misses                         0                       # ITB inst misses
system.cpu0.itb.read_hits                           0                       # DTB read hits
system.cpu0.itb.read_misses                         0                       # DTB read misses
system.cpu0.itb.write_hits                          0                       # DTB write hits
system.cpu0.itb.write_misses                        0                       # DTB write misses
system.cpu0.itb.flush_tlb                           0                       # Number of times complete TLB was flushed
system.cpu0.itb.flush_tlb_mva                       0                       # Number of times TLB was flushed by MVA
system.cpu0.itb.flush_tlb_mva_asid                  0                       # Number of times TLB was flushed by MVA & ASID
system.cpu0.itb.flush_tlb_asid                      0                       # Number of times TLB was flushed by ASID
system.cpu0.itb.flush_entries                       0                       # Number of entries that have been flushed from TLB
system.cpu0.itb.align_faults                        0                       # Number of TLB faults due to alignment restrictions
system.cpu0.itb.prefetch_faults                     0                       # Number of TLB faults due to prefetch
system.cpu0.itb.domain_faults                       0                       # Number of TLB faults due to domain restrictions
system.cpu0.itb.perms_faults                        0                       # Number of TLB faults due to permissions restrictions
system.cpu0.itb.read_accesses                       0                       # DTB read accesses
system.cpu0.itb.write_accesses                      0                       # DTB write accesses
system.cpu0.itb.inst_accesses                       0                       # ITB inst accesses
system.cpu0.itb.hits                                0                       # DTB hits
system.cpu0.itb.misses                              0                       # DTB misses
system.cpu0.itb.accesses                            0                       # DTB accesses
system.cpu0.workload.num_syscalls              224411                       # Number of system calls
system.cpu0.pwrStateResidencyTicks::ON   130872122000                       # Cumulative time (in ticks) in various power states
system.cpu0.numCycles                       130872123                       # number of cpu cycles simulated
system.cpu0.numWorkItemsStarted                     0                       # number of work items this cpu started
system.cpu0.numWorkItemsCompleted                   0                       # number of work items this cpu completed
system.cpu0.fetch.icacheStallCycles          41924599                       # Number of cycles fetch is stalled on an Icache miss
system.cpu0.fetch.Insts                     101932147                       # Number of instructions fetch has processed
system.cpu0.fetch.Branches                   18281110                       # Number of branches that fetch encountered
system.cpu0.fetch.predictedBranches          11481524                       # Number of branches that fetch has predicted taken
system.cpu0.fetch.Cycles                     66882587                       # Number of cycles fetch has run and was not squashing or blocked
system.cpu0.fetch.SquashCycles                 880397                       # Number of cycles fetch has spent squashing
system.cpu0.fetch.MiscStallCycles                 149                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs
system.cpu0.fetch.PendingTrapStallCycles          959                       # Number of stall cycles due to pending traps
system.cpu0.fetch.IcacheWaitRetryStallCycles           78                       # Number of stall cycles due to full MSHR
system.cpu0.fetch.CacheLines                 14037482                       # Number of cache lines fetched
system.cpu0.fetch.IcacheSquashes               152078                       # Number of outstanding Icache misses that were squashed
system.cpu0.fetch.rateDist::samples         109248570                       # Number of instructions fetched each cycle (Total)
system.cpu0.fetch.rateDist::mean             1.052033                       # Number of instructions fetched each cycle (Total)
system.cpu0.fetch.rateDist::stdev            0.954084                       # Number of instructions fetched each cycle (Total)
system.cpu0.fetch.rateDist::underflows              0      0.00%      0.00% # Number of instructions fetched each cycle (Total)
system.cpu0.fetch.rateDist::0                47028858     43.05%     43.05% # Number of instructions fetched each cycle (Total)
system.cpu0.fetch.rateDist::1                 9506333      8.70%     51.75% # Number of instructions fetched each cycle (Total)
system.cpu0.fetch.rateDist::2                52713379     48.25%    100.00% # Number of instructions fetched each cycle (Total)
system.cpu0.fetch.rateDist::overflows               0      0.00%    100.00% # Number of instructions fetched each cycle (Total)
system.cpu0.fetch.rateDist::min_value               0                       # Number of instructions fetched each cycle (Total)
system.cpu0.fetch.rateDist::max_value               2                       # Number of instructions fetched each cycle (Total)
system.cpu0.fetch.rateDist::total           109248570                       # Number of instructions fetched each cycle (Total)
system.cpu0.fetch.branchRate                 0.139687                       # Number of branch fetches per cycle
system.cpu0.fetch.rate                       0.778868                       # Number of inst fetches per cycle
system.cpu0.decode.IdleCycles                39237525                       # Number of cycles decode is idle
system.cpu0.decode.BlockedCycles             11040056                       # Number of cycles decode is blocked
system.cpu0.decode.RunCycles                 47425890                       # Number of cycles decode is running
system.cpu0.decode.UnblockCycles             11139255                       # Number of cycles decode is unblocking
system.cpu0.decode.SquashCycles                405844                       # Number of cycles decode is squashing
system.cpu0.decode.BranchResolved             4845627                       # Number of times decode resolved a branch
system.cpu0.decode.BranchMispred                34629                       # Number of times decode detected a branch misprediction
system.cpu0.decode.DecodedInsts             113306582                       # Number of instructions handled by decode
system.cpu0.decode.SquashedInsts                61176                       # Number of squashed instructions handled by decode
system.cpu0.rename.SquashCycles                405844                       # Number of cycles rename is squashing
system.cpu0.rename.IdleCycles                41690838                       # Number of cycles rename is idle
system.cpu0.rename.BlockCycles                1229250                       # Number of cycles rename is blocking
system.cpu0.rename.serializeStallCycles        673936                       # count of cycles rename stalled for serializing inst
system.cpu0.rename.RunCycles                 56071164                       # Number of cycles rename is running
system.cpu0.rename.UnblockCycles              9177538                       # Number of cycles rename is unblocking
system.cpu0.rename.RenamedInsts             112810892                       # Number of instructions processed by rename
system.cpu0.rename.IQFullEvents               6912163                       # Number of times rename has blocked due to IQ full
system.cpu0.rename.LQFullEvents                 77760                       # Number of times rename has blocked due to LQ full
system.cpu0.rename.SQFullEvents                  2824                       # Number of times rename has blocked due to SQ full
system.cpu0.rename.RenamedOperands          142020142                       # Number of destination operands rename has renamed
system.cpu0.rename.RenameLookups            520544598                       # Number of register rename lookups that rename has made
system.cpu0.rename.int_rename_lookups       143451208                       # Number of integer rename lookups
system.cpu0.rename.fp_rename_lookups               16                       # Number of floating rename lookups
system.cpu0.rename.CommittedMaps            125804770                       # Number of HB maps that are committed
system.cpu0.rename.UndoneMaps                16215372                       # Number of HB maps that are undone due to squashing
system.cpu0.rename.serializingInsts             21443                       # count of serializing insts renamed
system.cpu0.rename.tempSerializingInsts         10141                       # count of temporary serializing insts renamed
system.cpu0.rename.skidInsts                  9886686                       # count of insts added to the skid buffer
system.cpu0.memDep0.insertedLoads            14628237                       # Number of loads inserted to the mem dependence unit.
system.cpu0.memDep0.insertedStores            9095481                       # Number of stores inserted to the mem dependence unit.
system.cpu0.memDep0.conflictingLoads          4374863                       # Number of conflicting loads.
system.cpu0.memDep0.conflictingStores         1605874                       # Number of conflicting stores.
system.cpu0.iq.iqInstsAdded                 111793846                       # Number of instructions added to the IQ (excludes non-spec)
system.cpu0.iq.iqNonSpecInstsAdded              20126                       # Number of non-speculative instructions added to the IQ
system.cpu0.iq.iqInstsIssued                103285883                       # Number of instructions issued
system.cpu0.iq.iqSquashedInstsIssued          1228220                       # Number of squashed instructions issued
system.cpu0.iq.iqSquashedInstsExamined       10304608                       # Number of squashed instructions iterated over during squash; mainly for profiling
system.cpu0.iq.iqSquashedOperandsExamined     39916842                       # Number of squashed operands that are examined and possibly removed from graph
system.cpu0.iq.iqSquashedNonSpecRemoved           664                       # Number of squashed non-spec instructions that were removed
system.cpu0.iq.issued_per_cycle::samples    109248570                       # Number of insts issued each cycle
system.cpu0.iq.issued_per_cycle::mean        0.945421                       # Number of insts issued each cycle
system.cpu0.iq.issued_per_cycle::stdev       0.659917                       # Number of insts issued each cycle
system.cpu0.iq.issued_per_cycle::underflows            0      0.00%      0.00% # Number of insts issued each cycle
system.cpu0.iq.issued_per_cycle::0           26932445     24.65%     24.65% # Number of insts issued each cycle
system.cpu0.iq.issued_per_cycle::1           61346367     56.15%     80.81% # Number of insts issued each cycle
system.cpu0.iq.issued_per_cycle::2           20969758     19.19%    100.00% # Number of insts issued each cycle
system.cpu0.iq.issued_per_cycle::overflows            0      0.00%    100.00% # Number of insts issued each cycle
system.cpu0.iq.issued_per_cycle::min_value            0                       # Number of insts issued each cycle
system.cpu0.iq.issued_per_cycle::max_value            2                       # Number of insts issued each cycle
system.cpu0.iq.issued_per_cycle::total      109248570                       # Number of insts issued each cycle
system.cpu0.iq.fu_full::No_OpClass                  0      0.00%      0.00% # attempts to use FU when none available
system.cpu0.iq.fu_full::IntAlu               59476591     93.42%     93.42% # attempts to use FU when none available
system.cpu0.iq.fu_full::IntMult                     0      0.00%     93.42% # attempts to use FU when none available
system.cpu0.iq.fu_full::IntDiv                      0      0.00%     93.42% # attempts to use FU when none available
system.cpu0.iq.fu_full::FloatAdd                    0      0.00%     93.42% # attempts to use FU when none available
system.cpu0.iq.fu_full::FloatCmp                    0      0.00%     93.42% # attempts to use FU when none available
system.cpu0.iq.fu_full::FloatCvt                    0      0.00%     93.42% # attempts to use FU when none available
system.cpu0.iq.fu_full::FloatMult                   0      0.00%     93.42% # attempts to use FU when none available
system.cpu0.iq.fu_full::FloatMultAcc                0      0.00%     93.42% # attempts to use FU when none available
system.cpu0.iq.fu_full::FloatDiv                    0      0.00%     93.42% # attempts to use FU when none available
system.cpu0.iq.fu_full::FloatMisc                   0      0.00%     93.42% # attempts to use FU when none available
system.cpu0.iq.fu_full::FloatSqrt                   0      0.00%     93.42% # attempts to use FU when none available
system.cpu0.iq.fu_full::SimdAdd                     0      0.00%     93.42% # attempts to use FU when none available
